PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2818931,16049475,6,2016-03-19T11:55:00,"2900 Block Brighton RD Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2715,1,1,-80.02702529,40.47184609
2857059,16168707,14,2016-03-19T12:00:00,"500 Block Tripoli ST Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2304,1,1,-80.00093692,40.45624998
2818132,16050643,99,2016-03-19T12:00:00,"400 Block Hastings ST Pittsburgh, PA 15206",N,Point Breeze,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1404,8,3,-79.91420812,40.45016758
2819555,16049738,6,2016-03-19T12:00:00,"5300 Block Friendship AV Pittsburgh, PA 15224",N,Bloomfield,5,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",806,7,2,-79.93893908,40.46194039
2818934,16049481,99,2016-03-19T12:15:00,"800 Block Liberty AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,NA,9489 Found Property,201,6,6,-79.99892692,40.44262675
2820093,16051492,99,2016-03-19T13:00:00,"Market SQ Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,NA,9504 Lost Property,201,6,6,-80.00302865,40.4406135
2819076,16051913,99,2016-03-19T13:00:00,"200 Block Alpine AV Pittsburgh, PA 15212",N,Central Northside,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2503,6,1,-80.00974657,40.45850373
2818943,16049503,14,2016-03-19T13:06:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1702,3,4,-79.98186901,40.4285852
2818944,16049516,18,2016-03-19T13:35:00,"5th AV & Van Braam ST Pittsburgh, PA 15219",Y,Bluff,2,MARIJUANA-SALE/MFG,1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,103,6,3,-79.98260444,40.43844228
2818945,16049517,26,2016-03-19T13:40:00,"900 Block 2ND AV Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,3,-79.99307769,40.4350955
2818955,16049528,99,2016-03-19T13:50:00,"300 Block Enright CT Pittsburgh, PA 15206",Y,East Liberty,5,NA,9496 Dead on Arrival (DOA),1115,9,2,-79.91683711,40.46087917
2818973,16049531,6,2016-03-19T13:55:00,"2000 Block Wharton ST Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,4,-79.97681333,40.43002082
2817963,16049535,6,2016-03-19T14:00:00,"500 Block Calera ST Pittsburgh, PA 15207",N,Hays,4,THEFT FROM AUTO,3934 Theft from Vehicle,3101,5,3,-79.93410682,40.38081393
2819288,16051462,99,2016-03-19T14:00:00,"2100 Block Brent ST Pittsburgh, PA 15210",N,Arlington,3,NA,2701 Simple Assault.,1603,3,4,-79.977759,40.41558811
2818978,16049537,99,2016-03-19T14:00:00,"7000 Block Hamilton AV Pittsburgh, PA 15208",N,Homewood South,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.90220845,40.4556325
2818983,16049546,99,2016-03-19T14:15:00,"1700 Block Cowley ST Pittsburgh, PA 15212",Y,Troy Hill-Herrs Island,1,NA,9496 Dead on Arrival (DOA),2406,1,1,-79.98191497,40.46575858
2818981,16049545,10,2016-03-19T14:20:00,"500 Block N St. Clair ST Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,9,2,-79.92616959,40.46708886
2818994,16049562,11,2016-03-19T14:30:00,"100 Block N West End BL Quakertown, PA 18951",N,Outside County,OSC,COMPUTER TRESSPASS - CREATE/ALTER FINANCIAL INSTRUMENT,3922 Theft by Deception. / 4106 Access Device Fraud,6699,,,-75.35999205,40.44599392
2818984,16049553,5,2016-03-19T14:30:00,"100 Block Redlyn ST Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY/FORCE ENT/RES,3502 Burglary.,3001,3,4,-79.99152094,40.41351283
2818949,16049523,99,2016-03-19T14:40:00,"500 Block Kearns AV Pittsburgh, PA 15220",Y,Westwood,6,NA,9497 Aided Case,2811,2,5,-80.0389375,40.43338104
2818985,16049555,99,2016-03-19T14:47:00,"Chelton AV & Queensboro AV Pittsburgh, PA 15226",N,Brookline,6,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1918,4,4,-80.01705178,40.39156063
2818995,16049564,9,2016-03-19T15:00:00,"700 Block Mercer ST Pittsburgh, PA 15219",N,Crawford-Roberts,2,FORGERY,4101 Forgery. / 4106 Access Device Fraud,305,6,3,-79.98729152,40.44442876
2818989,16049560,6,2016-03-19T15:00:00,"3100 Block Landis ST Pittsburgh, PA 15204",N,Sheraden,6,THEFT/ALL OTHERS,3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition.,2018,2,5,-80.05559692,40.45647359
2818986,16049558,10,2016-03-19T15:05:00,"7300 Block Idlewild ST Pittsburgh, PA 15208",Y,Homewood North,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1302,9,2,-79.89378081,40.45749625
2819337,16049576,99,2016-03-19T15:35:00,"Armorhill AV & Panorama ST Pittsburgh, PA 15207",N,New Homestead,4,NA,9999 Miscellaneous Report (No Crime),3103,5,3,-79.92384192,40.39293351
2819541,16049669,7,2016-03-19T16:00:00,"1900 Block Warriors RD Pittsburgh, PA 15205",N,Westwood,6,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2811,2,5,-80.0479933,40.43024873
2817745,16041641,99,2016-03-19T16:15:00,"300 Block Ashton AV Pittsburgh, PA 15207",N,Hazelwood,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1515,5,3,-79.93756425,40.4067306
2825510,16051990,99,2016-03-19T16:20:00,"1800 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,4,-79.9802658,40.42847887
2819539,16049654,26,2016-03-19T16:20:00,"1200 Block Spring Garden AV Pittsburgh, PA 15212",N,Spring Garden,1,HARRASSMENT-OTHER,9999 Miscellaneous Report (No Crime),2412,1,1,-79.99152155,40.46026838
2819339,16049594,99,2016-03-19T16:30:00,"1800 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,4,-79.9802658,40.42847887
2819342,16049609,11,2016-03-19T16:45:00,"50 Block S 19th ST Pittsburgh, PA 15203",N,South Side Flats,3,CREDIT CARDS,4106 Access Device Fraud,1702,3,4,-79.9791497,40.43014134
2819340,16049597,99,2016-03-19T16:49:00,"6500 Block Rowan ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,NA,9496 Dead on Arrival (DOA),1203,9,2,-79.9068427,40.46665034
2819341,16049606,99,2016-03-19T16:54:00,"Friendship AV & S Mathilda ST Pittsburgh, PA 15224",Y,Bloomfield,5,NA,1371 Operation Following Suspension of Registration. / 9999 Miscellaneous Report (No Crime),809,7,2,-79.94682672,40.46278684
2819345,16049616,23,2016-03-19T17:10:00,"100 Block Forbes AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,PUBLIC DRUNKENESS,"5505 Public Drunkenness / 3503(b.1) Criminal Trespass - Simple Trespasser / 601.16(b)(1)(c) Any Person who urinates or defecates in, on, or about any private property without consent of owner / 601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",201,6,6,-80.00394607,40.44069712
2819344,16049613,24,2016-03-19T17:25:00,"700 Block Brookline BL Pittsburgh, PA 15226",Y,Brookline,6,DISORDERLY CONDUCT,5505 Public Drunkenness,1918,4,4,-80.0216923,40.39458318
2819346,16049626,99,2016-03-19T17:37:00,"S 27th ST & Sidney ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9999 Miscellaneous Report (No Crime),1609,3,4,-79.96622505,40.42782768
2819352,16049635,26,2016-03-19T17:51:00,"2nd AV & Glen Caladh ST Pittsburgh, PA 15207",Y,Hazelwood,4,DRUG PARAPHERNALIA,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1515,5,3,-79.94384519,40.40915052
2819349,16049631,99,2016-03-19T17:55:00,"600 Block Minnesota ST Pittsburgh, PA 15207",Y,Greenfield,4,NA,9497 Aided Case,1517,5,3,-79.93881577,40.42522454
2819347,16049627,3,2016-03-19T18:05:00,"5th AV & Washington PL Pittsburgh, PA 15219",Y,Bluff,2,ROBBERY/HIGHWAY/OTHER,903 Criminal Conspiracy. / 3701 Robbery.,103,6,6,-79.99084692,40.43880171
2819562,16049740,99,2016-03-19T18:10:00,"Webster AV & Crawford ST Pittsburgh, PA 15219",Y,Crawford-Roberts,2,NA,"7122 Altered, Forged or Counterfeit Documents and Plates",305,6,6,-79.98760619,40.44324212
2819356,16049644,6,2016-03-19T18:12:00,"300 Block Cedar AV Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-80.00084389,40.45089272
2819353,16049642,10,2016-03-19T18:12:00,"5800 Block East Liberty BL Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1113,9,2,-79.92523163,40.46681633
2819359,16049648,10,2016-03-19T18:20:00,"100 Block Rhine PL Pittsburgh, PA 15212",Y,Spring Hill-City View,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2620,1,1,-79.99409859,40.4667862
2819362,16049652,3,2016-03-19T18:29:00,"100 Block 38th ST Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,ROBBERY/RESIDENCE/GUN,903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3304 Criminal Mischief. / 3502 Burglary. / 3701 Robbery. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,603,7,2,-79.96649806,40.46854418
2819358,16049646,18,2016-03-19T18:30:00,"2500 Block W LIBERTY AV Pittsburgh, PA 15226",Y,Beechview,6,MARIJUANA-POSSESS,3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount,1920,4,5,-80.02549344,40.39918465
2818950,16050579,24,2016-03-19T18:42:00,"Ainsworth ST Pittsburgh, PA 15220",N,Elliott,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),2020,2,5,-80.03969272,40.44436996
2819029,16050107,7,2016-03-19T19:00:00,"3300 Block Bethoven ST Pittsburgh, PA 15219",N,Polish Hill,2,MOTOR VEH THEFT/TRUCK-BUS,3921 Theft by Unlawful Taking or Disposition.,605,7,6,-79.96383198,40.45700914
2819547,16049683,6,2016-03-19T19:35:00,"Vincent ST Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1809,3,4,-80.00141326,40.42102348
2818972,16050066,24,2016-03-19T20:20:00,"20 Block 51st ST Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1011,7,2,-79.95871259,40.4804493
2819422,16051856,99,2016-03-19T20:36:00,"1200 Block Woods Run AV Pittsburgh, PA 15212",N,Marshall-Shadeland,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.03006074,40.4765208
2819550,16049713,99,2016-03-19T20:40:00,"100 Block Maxwell Pittsburgh, PA ",N,East Liberty,5,NA,3301 Arson ,1113,9,2,-79.91268809,40.46594185
2825395,16071527,99,2016-03-19T21:00:00,"600 Block Brookline BL Pittsburgh, PA 15226",N,Brookline,6,NA,2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children.,1919,4,4,-80.02248557,40.39522082
2819552,16049735,14,2016-03-19T21:33:00,"4900 Block Butler ST Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",901,7,2,-79.95686279,40.4770096
2819559,16049739,4,2016-03-19T21:39:00,"7800 Block Hamilton AV Pittsburgh, PA 15221",Y,Homewood South,5,AGG ASSAULT/OTHER/INJURY,2701 Simple Assault.,1304,9,2,-79.88733885,40.45214263
2819576,16049777,99,2016-03-19T21:52:00,"Butler ST & 40th ST Pittsburgh, PA 15201",N,Lower Lawrenceville,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,603,7,2,-79.96229068,40.46870715
2819564,16049751,22,2016-03-19T21:55:00,"1000 Block 5th AV Pittsburgh, PA 15219",Y,Golden Triangle/Civic Arena,2,INDUCE MINORS TO BUY LIQUOR/MALT/BREWED BEV,"5503 Disorderly Conduct. / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor / 3503(b)(1)(i) Actual Communication",201,6,3,-79.99083635,40.43856481
2819570,16049757,99,2016-03-19T22:18:00,"S 15th ST & E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,9489 Found Property,1702,3,4,-79.98342493,40.42881518
2819583,16049807,99,2016-03-19T22:32:00,"100 Block 7th ST Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.00099348,40.44413678
2819571,16049770,26,2016-03-19T22:40:00,"3100 Block Kelvin ST Pittsburgh, PA 15204",Y,Sheraden,6,DRUG PARAPHERNALIA,13(a)(32) Paraphernalia - Use or Possession,2022,2,5,-80.06335841,40.4527856
2819579,16049783,6,2016-03-19T22:55:00,"7300 Block Race ST Pittsburgh, PA 15208",N,Homewood North,5,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1302,9,2,-79.8935035,40.45812441
2819542,16051343,99,2016-03-19T23:15:00,"Beechwood BL & Lilac ST Pittsburgh, PA 15217",N,Greenfield,4,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.9275793,40.42304337
2819577,16049778,10,2016-03-19T23:15:00,"200 Block Burrows ST Pittsburgh, PA 15213",Y,West Oakland,4,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,402,6,3,-79.96802029,40.43861001
2819581,16049799,22,2016-03-19T23:55:00,"Bates ST & York WY Pittsburgh, PA 15213",Y,Central Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",405,3,3,-79.95422368,40.43782769
2834042,16097424,11,2016-03-20T00:00:00,"PPG PL Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,CREDIT CARDS,4106 Access Device Fraud,201,6,6,-80.00300501,40.44009257
2818771,16049217,26,2016-03-20T00:05:00,"S 15th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98342493,40.42881518
2825515,16052025,99,2016-03-20T00:30:00,"Frankstown AV & Collier ST Pittsburgh, PA 15208",N,Homewood North,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1302,9,2,-79.89190208,40.45639295
2817955,16049829,26,2016-03-20T00:35:00,"200 Block North Shore DR Pittsburgh, PA 15233",Y,Chateau,1,INVASION PRIVACY - VICTIM FULL OR PART NUDE,9999 Miscellaneous Report (No Crime),2108,1,6,-80.00955477,40.4462843
2817956,16049832,26,2016-03-20T00:35:00,"S 15th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98342493,40.42881518
2817954,16049822,22,2016-03-20T00:45:00,"3800 Block Dawson ST Pittsburgh, PA 15213",Y,Central Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 601.04 (c) (1) Residential 0700-2200  >65dB(A) 2200-0700 >60dB(A)",406,3,3,-79.95183282,40.43868733
2825504,16049844,22,2016-03-20T00:48:00,"1700 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,MISREP AGE TO SECURE LIQUOR/MALT/BREWED BEV,6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,1702,3,4,-79.98186901,40.4285852
2817958,16049838,24,2016-03-20T00:50:00,"1600 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,4,-79.98264653,40.42874675
2818966,16050030,14,2016-03-20T01:08:00,"2000 Block Lowrie ST Pittsburgh, PA 15212",Y,Troy Hill-Herrs Island,1,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2406,1,1,-79.97998089,40.4676912
2818015,16049914,23,2016-03-20T01:14:00,"200 Block Atwood ST Pittsburgh, PA 15213",Y,Central Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,405,3,3,-79.95688887,40.44042041
2817965,16049861,22,2016-03-20T01:17:00,"400 Block Atwood ST Pittsburgh, PA 15213",Y,Central Oakland,4,INDUCE MINORS TO BUY LIQUOR/MALT/BREWED BEV,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 493(1) Furnishing Liquor/Malt to Intox.Persons/Minors.Etc. / 6310.1 Selling Liquor to Minors / 601.19 Social Host and Underage Drinking",406,3,3,-79.95395185,40.43805592
2817961,16049851,24,2016-03-20T01:30:00,"200 Block Albert ST Pittsburgh, PA 15211",Y,Mount Washington,3,DISORDERLY CONDUCT,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1915,2,5,-80.00819611,40.4227358
2817970,16049885,10,2016-03-20T01:40:00,"200 Block Albert ST Pittsburgh, PA 15211",N,Mount Washington,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1915,2,5,-80.00819611,40.4227358
2817985,16049887,26,2016-03-20T01:42:00,"3500 Block Bethoven ST Pittsburgh, PA 15213",Y,Polish Hill,2,UNAUTHORIZED USE VEHICLE/AUTO,3928 Unauthorized Use of Automobile and Other Vehicles.,605,7,6,-79.96079035,40.45840263
2817994,16049891,21,2016-03-20T01:49:00,"Liberty AV & Stanwix ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,DRIVING UNDER INFLUENCE,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 13(a)(32) Paraphernalia - Use or Possession / 3718(a) Minor Prohib from Operating w/ Alcohol in System / 3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle",201,6,6,-80.00389726,40.44137136
2818144,16050693,14,2016-03-20T02:00:00,"100 Block 7th ST Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,CRIMINAL MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.00099348,40.44413678
2818000,16049905,26,2016-03-20T02:05:00,"1400 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98403098,40.42864859
2818003,16049906,15,2016-03-20T02:08:00,"3700 Block Frazier ST Pittsburgh, PA 15213",Y,South Oakland,4,FALSE EVIDENCE OF IDENTITY.,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor / 6310.1 Selling Liquor to Minors",409,3,3,-79.95425591,40.42972353
2818011,16049909,26,2016-03-20T02:11:00,"S 11th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 3809(a) Restriction on Alcoholic Beverages in Vehicle,1702,3,4,-79.98751825,40.42872637
2818018,16049917,26,2016-03-20T02:15:00,"Wrights WY & S 17th ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,4,-79.98199715,40.42931986
2818016,16049916,23,2016-03-20T02:19:00,"California AV & Forsythe ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2715,1,1,-80.03619066,40.47067358
2818959,16050591,99,2016-03-20T02:30:00,"E Carson ST & S 19th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,4,-79.97913523,40.42867011
2818999,16050092,14,2016-03-20T02:30:00,"1000 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1702,2,5,-80.02039221,40.44091666
2818027,16049922,10,2016-03-20T02:41:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT/INJURY,2702 Aggravated Assault.,1702,3,4,-79.98186901,40.4285852
2818037,16049930,23,2016-03-20T02:45:00,"Forbes AV & Murray AV Pittsburgh, PA 15217",Y,Squirrel Hill North,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,1403,5,3,-79.92298427,40.43805623
2818038,16049936,21,2016-03-20T02:50:00,"2100 Block Letsche ST Pittsburgh, PA 15214",Y,Fineview,1,DRIVING UNDER INFLUENCE,3802(a)(1) DUI - General Impairment / 3802(a)(2) DUI - BAC >.08% <.10%,2509,6,1,-80.00892787,40.46443439
2818055,16049938,10,2016-03-20T02:52:00,"200 Block Shiloh ST Pittsburgh, PA 15211",Y,Mount Washington,3,RESIST ARREST/OTHER LAW ENFORC,2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1914,2,5,-80.00757224,40.43071915
2819001,16050095,14,2016-03-20T03:00:00,"2500 Block Leticoe ST Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,901 Criminal Attempt / 3304 Criminal Mischief.,1608,3,4,-79.97181089,40.42335706
2818957,16049996,6,2016-03-20T03:00:00,"Preble AV & W North AV Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,2108,6,1,-80.03052669,40.45142683
2820135,16051648,11,2016-03-20T03:30:00,"4900 Block Baum BL Pittsburgh, PA 15213",N,Bloomfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,804,7,2,-79.94651873,40.45430778
2818071,16049963,5,2016-03-20T03:47:00,"6400 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,BURGLARY/FORCE ENT/NON-RES,3502 Burglary.,1115,9,2,-79.91742251,40.45756157
2825505,16049962,21,2016-03-20T03:58:00,"W North AV & Galveston AV Pittsburgh, PA 15233",Y,Allegheny West,1,DRIVING UNDER INFLUENCE,3334 Turning Movements and Required Signals. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,2201,1,1,-80.0170512,40.45354268
2818075,16049976,22,2016-03-20T04:27:00,"700 Block Copeland ST Pittsburgh, PA 15232",Y,Shadyside,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",703,8,2,-79.93551301,40.45202265
2818076,16049979,14,2016-03-20T04:38:00,"500 Block Village RD Pittsburgh, PA 15205",Y,Fairywood,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2808,2,5,-80.07815194,40.45043265
2821230,16049982,4,2016-03-20T04:45:00,"3400 Block Reuben ST Pittsburgh, PA 15212",Y,Brighton Heights,1,AGG ASSAULT/OTHER/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2703,1,1,-80.03588796,40.47687912
2818956,16049991,99,2016-03-20T05:00:00,"1900 Block 5th AV Pittsburgh, PA 15219",N,Bluff,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,103,6,3,-79.9793932,40.43824562
2818081,16049990,99,2016-03-20T05:05:00,"1100 Block Liberty AV Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,NA,9489 Found Property,201,7,6,-79.99237413,40.44415497
2818958,16050008,99,2016-03-20T06:25:00,"1500 Block Brighton RD Pittsburgh, PA 15212",Y,California-Kirkbride,1,NA,9489 Found Property,2507,6,1,-80.01651556,40.45651505
2818960,16050015,10,2016-03-20T06:52:00,"400 Block Borland ST Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,1115,9,2,-79.92559159,40.46551362
2818002,16050190,26,2016-03-20T07:00:00,"1400 Block Kinmount ST Pittsburgh, PA 15205",Y,Westwood,6,UNAUTHORIZED USE VEHICLE/TRUCK/BUS,3928 Unauthorized Use of Automobile and Other Vehicles.,2811,2,5,-80.05445004,40.43280844
2818963,16050020,26,2016-03-20T07:19:00,"2300 Block Sidney ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1609,3,4,-79.97288762,40.4291791
2818961,16050016,10,2016-03-20T07:40:00,"2500 Block Allequippa ST Pittsburgh, PA 15213",Y,West Oakland,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,402,6,3,-79.96771043,40.44111815
2818964,16050027,99,2016-03-20T08:00:00,"600 Block Pressley ST Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9999 Miscellaneous Report (No Crime),2304,1,1,-79.99867635,40.45221085
2818980,16050073,14,2016-03-20T09:00:00,"70 Block Knox AV Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,3001,3,4,-79.99043524,40.41704018
2818967,16050044,14,2016-03-20T09:20:00,"2600 Block Brownsville RD Pittsburgh, PA 15227",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2904,4,4,-79.97880106,40.38544231
2818968,16050052,6,2016-03-20T09:51:00,"900 Block Freeport RD Pittsburgh, PA 15238",Y,Highland Park,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1106,9,2,-79.89431722,40.48808181
2818970,16050059,99,2016-03-20T10:00:00,Zone 1,Y,,1,NA,9999 Miscellaneous Report (No Crime),,,,,
2818997,16050077,5,2016-03-20T10:45:00,"2600 Block Shelton AV Pittsburgh, PA 15214",Y,Perry South,1,BURGLARY/ATTEMPT/RES,907 Possessing Instruments of Crime. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2615,6,1,-80.01116747,40.47057473
